nom,adresse,representant,telephone,email,site
VESPA CLUB DE FÉCAMP,76790 Les,,02 35 29 47 51,polo19576@gmail.com,https://www.facebook.com/VespaClubdeFecamp
LA DEUCHE AUBOISE,10150 Pont-Sainte-Marie,,03 25 41 95 11,bonnin.richard@wanadoo.fr,http://ladeucheauboise.fr
LES TACOTS MONTLUCONNAIS,03100 Montlucon,,04 70 08 03 97,contact@tacots-montluconnais.fr,
LES BOLIDES COMTOIS,25700 Valentigney,,03 81 35 44 08,rizzo.georges@wanadoo.fr,
ANCIENNES DE LA VALLÉE DE LA COURSE & ENVIRONS,62650 Enquin-sur-Baillons,,06 03 11 37 47,dmorel59@orange.fr,https://www.facebook.com/groups/1553055588354908/
LES VIEUX VOLANTS MORNASSIENS,84550 Mornas,,04 90 37 05 07,lesvieuxvolantsmornassiens@gmail.com,http://vieuxvolantsmornassiens.over-blog.com
RETROMOBILE DU GOLF DE FOS,13270 Fos-sur-Mer,,06 82 03 13 17,retrofos13@gmail.com,http://www.retrofos.fr
FA SI LA SOLEX,62180 Verton,,,fasilasolex@gmail.com,http://fasila.wix.com/fasilasolex
VAL D'ARROUX RALLYE,71130 Gueugnon,,03 85 85 16 35,alfifi@wanadoo.fr,http://ks3372991.kimsufi.com/wordpress_var
AUTOMOBILE ANCIENNES ALPILLES,13430 Eyguières,,06 48 74 03 50,masqlain@orange.fr,http://autosanciennesalpilles.skyrock.com
SAINT-PRIEST AUTOS COLLECTION,87700 Saint-Priest-sous-Aixe,,06 83 28 20 39,vivreasaintpriest@gmail.com,
POM MOB'S CLUB,09600 Laroque-d,,,pommobsclub@yahoo.ca,http://pommobsclub.over-blog.com
LA DEUCHE A LA CÔTE,62180 Rang-du-Fliers,,06 27 43 30 41,jpcouvreur@orange.fr,https://www.facebook.com/La-Deuche-à-la-côte-429810107094075/
DEU DEUCH CLUB SINOIS,59450 Sin-le-Noble,,06 42 70 09 68,jp.delattre59450@gmail.com,
CROMZANFOLIE AMERICAN CAR CLUB VICHY,03200 Vichy,,,cromzanfolie@gmail.com,
CLUB ALFA ROMEO COEUR DE TRÈFLE,67440 Schwenheim,,07 68 11 03 30,contact@carct.club,http://www.carct.club
AUTO RÉTRO DROMOISE,26800 Montoison,,06 09 27 55 55,autoretrodromoise@gmail.com,http://autoretrodromoise.wix.com/autoretrodromoise
VIEUX VOLANTS DES VOIRONS,74140 Saint-Cergues,,04 50 43 52 93,gerardbarassi@live.fr,
COLLECTIONNEURS LYONNAIS DE VÉHICULES ANCIENS,69250 Curis-au-Mont-d,,04 78 91 46 96,clubclva@gmail.com,http://clva69.fr
MOTO SCOOTER CLUB DES FALAISES,27200 Vernon,,06 14 84 25 60,begaud.gerard@neuf.fr,https://www.facebook.com/MotosScootersClubDesFalaises
MERCEDEZ-BENZ 190 SL CLUB DE FRANCE,95290 L,,,laurent.genin1@sfr.fr,http://190sl-france.mercedes-benz-clubs.com
CLUB SIMCA FRANCE - Section Centre Val-de-Loire,45130 Le,,06 02 34 22 86,centre@clubsimcafrance.fr,http://clubsimcafrance.fr
L'ESSIEU DE VELOURS,34390 Vieussan,,04 67 91 66 01,lognos.jl@orange.fr,
RÉTRO CABRIOLET 16,16000 Angoulême,,05 45 95 57 52,retrocab16@sfr.fr,http://retrocab16.canalblog.com
CLUB MX-5 PASSION,78280 Guyancourt,,06 08 76 73 41,emmanuel@mx5passion.com,http://www.mx5passion.com
LES 205 DU SUD,30250 Lecques,,06 19 99 42 92,les.205.du.sud@gmx.fr,http://les205dusud.wix.com/les-205-du-sud
LES VOLANTS DE NACRE,14470 Courseulles-sur-Mer,,02 31 25 05 55,alain-joelle.lamothe@orange.fr,
DÉESSEMENT VÔTRE,80132 Bellancourt,,06 07 78 77 02,maupin.benoit@neuf.fr,
AMICALE LUCHON VÉHICULES D'ÉPOQUE,31110 Bagnères-de-Luchon,,07 56 83 34 26,alve.luchon@gmail.com,
2 CV CLUB DAUPHINOIS,38560 Jarrie,,06 51 93 65 74,2cvclub.dauphinois@gmail.com,http://2cvclubdauphinois.fr
CLUB 309,40230 Saint-Geours-de-Maremne,,06 74 81 10 43,president@club-309.com,http://www.club-309.com/forum/
LES BRIGADES DE L'AA,62380 Ouve-Wirquin,,06 51 09 41 35,lesbrigadesdelaa@orange.fr,https://www.facebook.com/brigades.delaa
AMATEURS FIGANIÉROIS D'AUTOMOBILES,83830 Figanières,,06 87 47 25 61,afa.club.auto@gmail.com,http://www.afaclubauto.com
AUTOPASSION41,41350 Saint-Claude-de-Diray,,,info@autopassion41.fr,http://www.autopassion41.fr
4L PASSION 32,32310 Maignaut-Tauzia,,06 48 17 61 24,annie.camusso@sfr.fr,
ASSOCIATION AVIGNONNAISE AUTOMOBILES ANCIENNES,84000 Avignon,,06 13 79 86 05,4a.avignon@gmail.com,http://www.4a-avignon.fr
OXYGÉNE CAR,59270 Saint-Jans-Cappel,,06 12 22 12 22,dominiquedeg@orange.fr,http://www.oxygenecar.com
CLUB AUTO RÉTRO DE LA CONCHE,42210 Saint-Laurent-la-Conche,,06 10 71 14 00,marc.vray@gmail.com,https://clubautoretrodelaconche.jimdoweb.com
LES VIEILLES MÉCANIQUES DE JARRIE,38560 Jarrie,,06 83 41 54 76,algapante@hotmail.fr,
AMICALE DES VÉHICULES ANCIENS DE NANCAY,18330 Nançay,,02 48 51 82 10,avan.nancay@orange.fr,
AS VINTAGE 42,42000 Saint-Étienne,,04 77 37 06 99,asvintage42@yahoo.fr,
CHRONO SPORT BUGEY,01500 Ambérieu-en-Bugey,,06 58 41 03 12,philippe.raymond69680@gmail.com,
GENILLÉ AUTO PASSION,37460 Genillé,,06 85 05 06 07,bernard.ballu@orange.fr,
LN/A - VISA CLUB DE FRANCE,45240 Sennely,,06 77 22 55 19,lnvisaclubdefrance@orange.fr,https://www.facebook.com/lnavisacdf
205 GTI CLASSIC CLUB,76100 Rouen,,07 52 63 92 05,contact@205gticlassic.fr,http://www.205gticlassic.fr
DYNA'MYTHE MINI CLUB,62290 Noeux-les-Mines,,06 30 06 36 42,dynamytheminiclub@yahoo.fr,http://www.dynamytheminiclub.fr
CLUB AUTO LOISIR MONTMEYRANAIS,26120 Montmeyran,,06 07 71 07 76,calm26@outlook.fr,http://montmeyranautoloisir.wix.com/c-a-l-m
AMICALE DES VIEILLES ROUES DU PAYS ROCHEFORTAIS,17300 Rochefort,,05 46 99 91 34,sansoitmonique@live.fr,http://av2r.fr
AUTO MOTO CLUB LES PERLÉS,83510 Lorgues,,04 94 73 83 16,clubperles@orange.fr,
AMICALE DES VÉHICULES ANCIENS DE MARSILLARGUES,34590 Marsillargues,,06 03 18 17 08,avammarsillargues@gmail.com,https://www.avam.info
L'ESCAPADE AUTOMOTORETRO,36260 Saint-Lizaigne,,02 54 04 01 06,automotoretro.lescapade@laposte.net,https://www.facebook.com/profile.php?id=100063689166789
AUTO/MOTO LA PASSION MOBILE,25400 Exincourt,,06 98 29 23 76,automoto.lpm@gmail.com,http://www.automoto-lapassionmobile.fr
LES VAILLANTES MOTOCYCLETTES NIEULAISES,17810 Nieul-lès-Saintes,,05 46 92 91 84,ti-jo17@orange.fr,https://www.facebook.com/pages/Les-Vaillantes-Motocyclettes-Nieulaises/641996059250905
AMOUREUX DES PEUGEOT 203 403 - Section Bourgogne,21121 Fontaine-lès-Dijon,,06 75 59 29 60,secretaire@amoureux203-403.com,http://amoureux203-403.com
DRIVERS CÔTE D'OPALE,62200 Boulogne-sur-mer,,06 28 52 36 00,decomblesteeven@gmail.com,http://driversopale.com
MYTHIK'AUTO,62350 Robecq,,07 77 95 73 59,mythikauto@yahoo.fr,http://mythikauto.wifeo.com
PHENIX LIBERTA,14240 Cormolain,,06 21 72 68 86,sophiejeanpierre@club-internet.fr,
TROPHÉE JACQUES POTHERAT,30150 Sauveterre,,04 66 50 25 15,jean-pierre.palun@orange.fr,
ASSOCIATION DES GENTLEMEN'S DRIVERS DE LA ROQUE D'ANTHÉRON,13640 La,,06 35 29 14 79,president.gdra@gmail.com,http://assogdra.xooit.org
LA DEUCHE SÉDÉLOCIENNE,21210 Saulieu,,06 79 65 79 08,paqueter@orange.fr,
BLEU 16 RHÔNE-ALPES,01150 Saint-Sorlin-en-Bugey,,04 74 34 49 84,bleu16ra@gmail.com,http://bleu-16.skyrock.com
AMICALE DES BIELLES COMMINGEOISES,31800 Saint-Gaudens,,06 83 24 64 92,abc.automoto31@gmail.com,http://www.abc-saintgaudens.fr
MINI'S ADDICT,77910 Chambry,,06 15 93 61 03,staff@minisaddict.fr,http://minisaddict.fr
AUTOMOBILE ANCIENNE AISNE SAINT-ERME,02820 Saint-Erme-Outre-et-Ram,,06 31 85 34 29,les4as02@sfr.fr,http://les4as02.xoo.it
ANCIENNES DE CAMARGUE GALLICIAN,30600 Gallician,,06 12 66 80 24,ninou.1@orange.fr,
CLUB AUTO RETRO VOSGIEN,88140 Contrexeville,,06 09 05 45 99,carv@clubautoretrovosgien.com,http://clubautoretrovosgien.com
2 CV CLUB DU COTENTIN,50390 Saint-Sauveur-le-Vicomte,,06 07 04 71 23,jcrouin@wanadoo.fr,
RÉTRO AMICALE EDELWEISS,74250 Fillinges,,06 16 31 10 48,retro-amicale-edelweiss@orange.fr,http://www.retro-amicale-edelweiss.skyblog.com
AMICALE DES VIEILLES BIELLES GARDOISES EN PÉRIL,30730 Parignargues,,04 66 63 21 22,andreclement0173@orange.fr,http://avbgp.fr
AMICALE CREUSOISE DE VÉHICULES D'EPOQUE,36200 Celon,,06 20 22 31 61,infos@acve23.com,https://acve23.com
MOTO CLUB DE LA WOÊVRE,55160 Fresnes-en-Woëvre,,,tellaroli.guy@orange.fr,https://www.facebook.com/motoclub.delawoevre
AMICALE RETROCYCLETTES VILLENEUVOISES,06270 Villeneuve-Loubet,,06 72 99 73 91,amicale_retrocyclettes@hotmail.fr,http://a.r.v.free.fr
LES VIEILLES SOUPAPES DU VAL DE BRESLE,76260 Flocques,,06 07 94 36 05,alain.perdieu@wanadoo.fr,http://lesvieillessoupapes.wifeo.com
AUTO SPORT RODELLE,12340 Rodelle,,,autosportrodelle12@gmail.com,http://club.quomodo.com/asr12
AUTOTTIKI,64122 Urrugne,,06 08 57 98 10,club.autottiki@orange.fr,http://www.autottiki.fr
DYNAMIC AUTO RETRO,40270 Saint-Maurice-sur-Adour,,05 58 03 35 79,dynamic-auto-retro@live.fr,
AUTORETROFOLLIES,40400 Tartas,,06 26 05 37 30,jpbesson40@gmail.com,
AMÉRICAINES CLUB MONTLUCONNAIS,03100 Montluçon,,06 63 63 75 22,americainesclubmontlucon@outlook.com,https://www.facebook.com/profile.php?id=100064776843964
ASSOCIATION KICK ET MANIVELLE DAUPHINOISE,38460 Crémieu,,06 01 08 37 76,contact@akmd38.com,http://www.akmd38.com
CLUB GTI OCCITANE,82170 Dieupentale,,,clubgtioccitane@gmail.com,http://www.clubgtioccitane.jimdo.com
IDéale DS® FRANCE RHÔNE-ALPES,38460 Soleymieu,,04 74 90 02 34,arnaud65@hotmail.fr,http://www.ideale-ds-france.com
CLUB VINTAGE,59640 Dunkerque,,,club.vintage.dk@gmail.com,https://www.facebook.com/ClubVintageDunkerque
LES VIEUX VOLANTS ARDECHOIS,07340 Chanas,,,lesvieuxvolantsardechois@outlook.fr,https://lvva.asso-web.com
AUTO-PASSION DU HAUT-JURA,39220 Prémanon,,,autopassion.hj@gmail.com,
HAGETMAU MECA PASSION,40700 Hagetmau,,06 83 95 93 45,hagetmaumecapassion@gmail.com,https://hmp40.fr
2 CV CLUB DE LA SENSÉE,59247 Féchain,,,creneau.s62@gmail.com,http://2cv-club-de-la-sensee.e-monsite.com
CLUB MATHUSEEN DES VIEILLES MÉCANIQUES,87440 Saint-Mathieu,,05 55 44 98 23,guy.brandy@sfr.fr,http://2pamplemousse.canalblog.com
LES CHTIS PISTONS,62550 Pernes,,,leschtispistons@orange.fr,http://leschtispistons.fr.overblog.com
KRONO RACING TEAM,57415 Montbronn,,06 85 11 48 16,ferstler.guy@gmail.com,https://www.facebook.com/groups/kronoracingteam57
AUTO RETRO HALLUIN,59250 Halluin,,06 61 86 72 32,secretariat.autoretrohalluin@gmail.com,http://autoretrohalluin.com
ALPINE-RENAULT SPORT-AUVERGNE,63510 Malintrat,,06 13 49 54 12,alpine.RSA110@gmail.com,http://alpine63.forumactif.com
LA GUÊPE STEPHANOISE,42000 Saint-Etienne,,,boldrec@gmail.com,https://www.facebook.com/st.etienne.vespa
CLUB AMICAL DES ANCIENNES AUTOMOBILES AUDOMAROISES - C4A,62219 Longuenesse,,06 21 19 53 59,secretariat.club.c4a@gmail.com,https://sites.google.com/view/clubc4a
2 CV O RHIN,68610 Lautenbach,,06 06 84 33 66,cedric68.jacquot@gmail.com,http://www.2cvorhin.fr
AMIS DES VOITURES ANCIENNES PALAVAS LES FLOTS,34250 Palavas-les-Flots,,06 63 19 84 00,gerarduchene@gmail.com,http://amisdesvoituresanciennes.com
CLUB EURO TRABI,92700 Colombes,,06 99 72 46 10,webmestre@eurotrabi.com,http://www.eurotrabi.com
AUTO MOTO RETRO CLUB DU CANTON VERT,13380 Plan-de-Cuques,,06 62 54 73 16,automotoretro13@gmail.com,http://www.amrcv.fr
PANHARD ET LEVASSOR FRANCE - Section Bourgogne Franche-Comté,21800 Chevigny-Saint-Sauveur,,06 08 78 08 56,michel.lachaux3@orange.fr,http://www.club-panhard-france.net
AMICALE 204-304,79210 Mauzé-sur-le-Mignon,,,bureau@amicale-204-304.com,https://www.amicale-204-304.com
MONTPON AUTOS RETRO MOTOS MULTIMARQUES,24700 Montpon-Ménestérol,,06 08 85 19 39,maremm.anciennes@gmail.com,http://www.maremm.com
AUTO MOTO RETRO PERRECYCOISE,71420 Perrecy-les-Forges,,03 85 79 33 73,amr.perrecycoise@gmail.com,https://www.facebook.com/pages/AMR-Perrecycoise/468872063183138
PASSION YOUNGTIMERS 86,86530 Naintré,,06 83 71 27 11,passionyoungtimers86@gmail.com,https://www.facebook.com/passionyoungtimers86
EXPO RETRO PAVILLY,76360 Pissy-Pôville,,06 11 17 17 30,exporetropavilly76570@gmail.com,http://retropavilly.com
2 CV CLUB DE L'UZEGE,30700 Saint,,06 32 88 08 80,jcbourdier@gmail.com,http://jcbourdier.wix.com/2cvclubuzege
HYDRO CLUB,79370 Verrines-sous-Celles,,06 99 36 79 02,dad.12@orange.fr,
CLUB DES ANCIENNES ET NOUVELLES CARROSSERIES DE ROUEN ET DES ENVIRONS,76960 Notre-Dame-de-Bondevi,,06 72 61 79 20,clublecancre@gmail.com,
LES VIEILLES JOYEUSES DE CROTS,05200 Crots,,06 07 51 32 39,eric.fiorani@gmail.com,
ESCAUT AUTO RETRO,59293 Neuville-sur-Escaut,,06 33 30 93 18,eddazin@wanadoo.fr,
DS CLUB DU LEMAN,74100 Ville-la-Grand,,06 88 21 05 37,info@ds-clubduleman.fr,http://www.ds-clubduleman.fr
JUVIGNAC RALLY TEAM,34990 Juvignac,,07 86 33 60 56,jrt34990@gmail.com,
LES BIELLES DE JADIS,78760 Pontchartrain,,07 52 02 36 94,lesbiellesdejadis@orange.fr,http://biellesdejadis.free.fr
FORDENCO CLUB FRANCE,89520 Fontenoy,,06 60 98 91 32,club@fordenco.fr,
CAR EVENTS FRANCE,16302 -,,,car.events@hotmail.com,http://www.car-events.be
NOSTAL'DEUCHE COMTOISE,25440 Liesle,,06 87 94 21 51,michelgirardot4@gmail.com,http://nostaldeuche.asso-web.com
LES VIEUX COMPTEURS,88190 Golbey,,,routesdesvosges@free.fr,http://www.routesdesvosges.fr
AMICALE ANDRÉ CITROËN DU SUD OUEST,65000 Tarbes,,06 16 90 78 66,aacso.65@gmail.com,http://aacso.canalblog.com
CLUB RÉTRO AUTO-MOTO,33450 Saint-Sulpice-et-Cameyrac,,05 56 30 85 63,dgranati@orange.fr,
AUTO LEGEND,31240 L,,05 61 70 48 39,jeseguin@orange.fr,http://auto-legend.fr
CLUB BASQUE DES VÉHICULES ANCIENS,64270 Bergouey,,06 19 85 60 17,eric-marcus@hotmail.fr,http://cbva.fr
HISTORIC RHONE AUTO,69890 La,,06 79 91 10 27,serge.rey020913@orange.fr,http://www.historic-rhone-auto.com
VESPA CLUS ANGOULÊME,16430 Champniers,,,contact@vespa-club-angouleme.fr,https://www.facebook.com/groups/vespa.club.angouleme
FIAT FAN CLUB,91510 Lardy,,06 88 13 73 74,fiatfanclub@yahoo.fr,http://www.fiat-fan.club
TOURS EN VW,37100 Tours,,,tours_en_vw@yahoo.fr,http://tours-en-vw.overblog.com
RÉTRO 07,07100 Annonay,,06 09 71 48 89,retroardeche07@gmail.com,
VINTAGE CAR STORY,25000 Besançon,,,vintage.car.story@orange.fr,
CLUB MERCEDES-BENZ DE FRANCE,95410 Groslay,,06 03 81 56 09,clubmbf@gmail.com,https://mb-france.mercedes-benz-clubs.com
ANCIENNES AUTOMOBILES DU GIER,42152 L,,06 45 68 10 04,contactaag@free.fr,
JAGUAR VINTAGE XK,88000 Épinal,,,contact@jvxk.fr,https://jvxk.fr
MOTO CLUB SENAS DURANCE,13450 Grans,,06 80 71 02 03,christian.guiollard@orange.fr,http://motoclubsenas.com
PLAISIR AUTOMOBILE,45760 Boigny-sur-Bionne,,,plaisirautomobile@gmail.com,
LES VOLANTS DE LA LOUE,25290 Ornans,,03 81 57 17 11,michael.creusot@free.fr,
AUTO-RÉTRO DU PAYS CHAROLAIS-BRIONNAIS,71160 Digoin,,03 85 53 44 56,maurice.pauthonnier@free.fr,http://auto-retro-pays-charolais-brionnais.fr
AUTOMOBILE CLUB DE LA NARBONNAISE,11100 Narbonne,,06 60 63 44 57,acnarbonne11@gmail.com,https://www.facebook.com/pages/Automobile-Club-de-la-Narbonnaise/596267613795783
TEAM LAND 03,03410 Lignerolles,,04 70 05 21 35,teamland03@gmail.com,
ECURIE AURELIENNE,13410 Lambesc,,06 20 22 08 11,marie-josephe.cesbron@orange.fr,http://www.ecurie-aurelienne.com
VIVA L'SOLBAR 76,76110 Bréauté,,06 31 61 19 99,alvsolex76@gmail.com,http://vivalsolbar76.blogspot.fr
AMICALE DES VÉHICULES D'ÉPOQUE DU CENTRE ALSACE,67390 Ohnenheim,,06 71 61 83 51,contact@auto-retro.org,http://auto-retro.org
RANDONNÉE DU SANCY,63750 Messeix,,04 73 21 49 42,randonneedusancy@gmail.com,http://www.acsancyvolcancetres.fr
LES BAMBANES LYONNAISES,69960 Corbas,,07 66 77 48 46,les.bbl@hotmail.com,https://www.facebook.com/LesbambanesLyonnaises
CLASSIC SUNBEAM & ROOTES DE FRANCE,84820 Visan,,07 68 81 66 27,classicsunbeamrf@gmail.com,https://classic-sunbeam--rootes-de-france-66.webselfsite.net
PASSION MOTOS ANCIENNES D'ALSACE,68120 Richwiller,,03 89 52 33 15,munch.jean-claude@wanadoo.fr,
LES VIEUX KICKS 86,86490 Colombiers,,09 73 01 88 35,christian.bregouin123@orange.fr,
TARN RETRO AUTO CLUB,81000 ALBI,,05 63 54 86 41,tarnretroautoclub@wanadoo.fr,http://www.tarnretroautoclub.fr
CLUB CHROME ET COUSSINETS,38150 Roussillon,,06 80 94 20 13,contact.club3c@orange.fr,
AURGILI RACING CLUB,81220 Saint-Paul-Cap-de-Joux,,06 13 77 15 61,aurgili_racing@msn.com,http://aurgili-racing-austinmin.skyrock.com
ASSOCIATION DU PATRIMOINE ET DES TRADITIONS GENDARMERIE,36200 Argenton-sur-Creuse,,,aptg-france@mailo.com,https://www.aptg-france.fr
ASSOCIATION THAONNAISE D'AMATEURS D'AUTOMOBILES 88,88150 Thaon-les-Vosges,,07 81 32 03 16,at2a88@orange.fr,http://at2a88.e-monsite.com
TOURAINE 2 CV CLUB,37420 Manthelan,,06 76 59 72 72,touraine2cvclub37@gmail.com,https://touraine2cvclub.e-monsite.com
AMERICAN ARVERNE TRIBU,63430 Pont-du-Château,,06 35 39 27 15,americanarvernetribu@gmail.com,http://americanarvernetribu.com
LES BIELLES D'ALLOEU,62136 Richebourg,,06 79 76 56 83,cyrille.couvreur@gmail.com,
CLUB RÉTROMOBILE DU BERRY,18000 Bourges,,,crb@retromobileduberry.com,http://www.retromobileduberry.com
CHROME PASSION,57300 Ay-sur-Moselle,,06 07 76 07 68,chromepassion@hotmail.fr,https://www.facebook.com/pages/Chrome-passion/128725803977128
RÉTRO MOBILE CLUB DE CHABRELOCHE,63250 Celles-sur-Durolle,,04 73 94 29 53,retromobileclubchabreloche@gmail.com,
RHÔNE-ALPES SPITFIRE,69007 Lyon,,07 81 06 40 07,president@rhone-alpes-spitfire.fr,http://www.rhone-alpes-spitfire.fr
RETRO-BIELLES DU SAULNOIS,57170 Chateau-Salins,,03 87 05 14 39,retro-bielles@orange.fr,http://retrobiellesdusaulnois.over-blog.com
IDéale DS® LORRAINE,57500 Saint-Avold,,06 27 27 56 04,ideale.ds.lorraine@gmail.com,http://www.ideale-ds-lorraine.fr
MOT'AUTO CLUB DE VELAUX,13880 Velaux,,06 09 20 04 56,motautoclubvelaux@orange.fr,http://mot.auto.perso.sfr.fr
LA MANIVELLE,73000 Chambéry,,06 80 04 82 62,la-manivelle-73@orange.fr,https://la-manivelle.jimdo.com
ÉCURIE DES SEPT VIRAGES,84410 Bédoin,,,ecuriedesseptvirages@yahoo.com,http://ecuriedesseptvirages.pagesperso-orange.fr
CLUB SPIRIT OF SOLEX,91220 Brétigny-sur-Orge,,,contact@clubspiritofsolex.fr,https://www.clubspiritofsolex.fr
LA DEUDEUCH ALBIGEOISE,81000 Albi,,,ladeudeuchalbigeoise@gmail.com,http://ladeudeuchalbigeoise.blogspot.fr
RÉTRO NORMANDIE CLUB 61,61250 Condé-sur-Sarthe,,,rnc61@orange.fr,https://www.facebook.com/groups/227249990777628/
TAKO-68,68800 Thann,,06 16 96 48 44,tako.68@laposte.net,http://club-tako-68.e-monsite.com
A NOUS LES VIEILLES ANGLAISES,69110 Sainte-Foy-les-Lyon,,06 60 09 16 34,xguibard@cegetel.net,http://www.anouslesvieillesanglaises.com
FANCAR 54,54170 Crepey,,06 70 27 34 04,contact.fancar54@gmail.com,https://fancar54.fr
AMERISUD - Section Midi-Pyrénées,31460 Maureville,,05 62 18 96 11,bobby.cadillac@wanadoo.fr,http://www.amerisud.fr
LES VIEUX GUIDONS DU PÉRIGORD POURPRE,24100 Bergerac,,05 53 61 89 44,lesvieux.guidonspourpre@gmail.com,https://www.facebook.com/pages/Les-Vieux-Guidons-Du-Perigord-Pourpre/202763256567720
VIEUX PISTONS DU GATINAIS,45300 Pithiviers,,06 75 70 83 22,patrick.damion@wanadoo.fr,http://club.quomodo.com/vieux_pistons_du_gatinais
LA ROUE LENTE,42290 Sorbiers,,06 75 60 10 11,larouelente@orange.fr,
LES BIELLES AUTOS DE COLLERET,59460 Jeumont,,03 27 60 70 94,gordinialpine59@gmail.com,http://lesbiellesautos.forumactif.org
PASSION ESPACE CLUB,42720 Briennon,,04 77 69 91 14,passion.espace.club@gmail.com,http://www.passion-espace-club.com
LES AMIS DES VIEILLES VOITURES DU VIVARAIS,07300 Tournon-sur-Rhône,,06 16 08 39 82,bernard-074@hotmail.fr,
ÉCURIE RÉTRO OPALE CARS & KARTS,62600 Berck-sur-Mer,,03 22 27 90 82,ecurie.rock@gmail.com,
ECURIE MISTRAL II,13010 Marseille,,06 59 49 19 26,ecurie.mistral2@gmail.com,https://www.facebook.com/pages/Ecurie-Mistral-II/197776893590800
ALPINE VENTOUX CLUB,84000 Avignon,,06 98 96 96 15,alpine.ventoux@free.fr,http://alpine.ventoux.free.fr
CLUB AUTUN RÉTRO,71400 Autun,,06 72 23 83 16,clubautunretro@gmail.com,http://club.autun.retro.over-blog.com
SAINT-PAUL CAR CLUB,06570 Saint-Paul-de-Vence,,,info@saintpaulcarclub.fr,https://saintpaulcarclub.fr
ASSOCIATION DU PATRIMOINE AUTOMOBILE DE LA CÔTE D'ARGENT,33980 Audenge,,06 16 29 72 55,guy.sauques@orange.fr,http://www.apaca.eu
AMICALE DES VÉHICULES ANCIENS DU MÉDOC,33340 Saint-Germain-d,,05 56 73 06 56,pierre.boulon@wanadoo.fr,https://avam-medoc.com
CLUB VIGNETTE GRATUITE,54840 Velaine-en-Haye,,06 71 91 39 22,guepratte.marc@orange.fr,http://www.cvg.asso.fr
ASSOCIATION DES AMATEURS DE VÉHICULES ANCIENS DE LA HAUTE-MARNE,52000 Chamarandes,,03 25 03 18 88,ass.retro52@free.fr,
AUTO-RÉTRO ANNONAY,07100 Annonay,,04 75 34 07 03,gigi.bar@orange.fr,https://www.facebook.com/groups/164188583776893
LES VIEUX VOLANTS DU GEVAUDAN,48200 Albaret-Sainte-Marie,,04 66 31 90 22,lesvieuxvolantsdugevaudan48@orange.fr,https://www.facebook.com/p/Les-vieux-volants-du-gevaudan-100064671612880/
4 ROUES SOUS UN PARAPLUIE,21910 Corcelles-lès-Cîteaux,,06 83 84 93 90,4rouessousunparapluie@gmail.com,http://quatreroues.jimdo.com
ASSOCIATION CAMBRÉSIENNE DE LA BELLE AUTOMOBILE,59400 Cambrai,,07 66 87 19 50,clubacba@gmail.com,http://www.autos-anciennes-cambresis.com
AMICALE CLUB DES VÉHICULES ITALIENS,88120 Le,,06 74 15 39 02,ninopatrick88@orange.fr,https://www.facebook.com/ACVI-480094832072159
BELLES MÉCANIQUES CORCELLONNES,69220 Corcelles-en-Beaujolais,,0986415698,bmc69@outlook.fr,https://www.facebook.com/BMC-Belles-M%C3%A9caniques-Corcellonnes-1520098641569808/
GTI POWERS,54700 Pont-à-Mousson,,06 01 64 34 84,gtipowers.com@gmail.com,http://www.gtipowers.com
VÉHICULES ANCIENS BRIVE CORRÈZE,19100 Brive,,06 07 81 27 23,francoise.mazet@cegetel.net,http://www.vabc19.fr
RÉTRO AUTOMOBILE CLUB DES ÉLECTRICIENS ET GAZIERS DE FRANCE,93330 Neuilly-sur-Marne,,06 24 10 30 48,michele.junk@yahoo.com,http://www.rac-egf.fr
RÉTRO AUTO CLUB NORMAND,14010 Caen,,,clubracn@yahoo.com,http://www.club-racn.fr
ASSOCIATION DES SPORTS MÉCANIQUES,04100 Manosque,,06 85 63 54 31,asm.manosque@gmail.com,https://asm-manosque.jimdo.com
LE CLUB DES CHEVRONNÉS,77163 Dammartin-sur-Tigeaux,,01 64 68 72 12,severine.moncomble@sfr.fr,https://www.facebook.com/leclubdeschevronnes
2 CV CLUB DE LA SAVE,31530 Montaigut-sur-Save,,06 11 33 31 68,club2cvsave@gmail.com,https://www.facebook.com/pages/2cv-club-de-la-Save/882480078489964
LES MINIACS DU LANGUEDOC - MINI SUD DE FRANCE,30000 Nîmes,,06 26 76 59 43,lesminiacsdulanguedoc3034@gmail.com,https://www.facebook.com/miniacslanguedoc
ASSOCIATION BOURGUIGNONNE D'AMATEURS DE VÉHICULES D'ÉPOQUE,21068 Dijon,,03 45 83 61 31,abave21@hotmail.fr,
NOS BELLES ANCIENNES,34980 Montferrier-sur-Lez,,06 61 32 24 18,ulrich.maldes@gmail.com,http://nosbellesanciennes.fr
VINCENNES EN ANCIENNES,94300 Vincennes,,06 33 80 31 91,organisation@vincennesenanciennes.com,http://www.vincennesenanciennes.com
AMICALE DES VIEILLES SOUPAPES ALENCONNAISE,61320 Lalacelle,,02 33 29 10 02,nanarcoco7@hotmail.fr,http://avsa.perso.sfr.fr
MOTO CLUB BORDEAUX,33800 Bordeaux,,06 73 02 31 08,motoclubbordeaux@gmail.com,https://www.facebook.com/motoclubordeaux/
OPEL CLASSIC CLUB DE FRANCE,03410 Lignerolles,,06 51 39 58 82,info@opel-classic-club.com,http://www.opel-classic-club.com
