nom,adresse,telephone,email,representant,site,source
MÉHARI CLUB DE FRANCE,64270 Puyoô - France,06 09 43 91 80,contact@mehariclubdefrance.com,Pdt : Ãric Deloume ; Trés. : Catherine Censier ; Trés. adj. : Catherine Greffier ; Secrét. et Web : Pascal Varaldi ; Secrét. adj. : Frédéric Vandaele,http://www.mehariclubdefrance.com,lva-auto
MÉMOIRE DE LA NATIONALE 7,84420 Piolenc - France,04 90 40 32 70,memoire.nationale7@wanadoo.fr,Pdt : Christian Braud ; Trés. : Annie Gasquet,http://www.memoirenationale7.fr,lva-auto
METAL MONSTER CLUB,34300 Agde - France,04 67 21 75 41,metalmclub@aol.com,Pdte : Yasmine Vandroux,http://www.metalmonsterclub.com,lva-auto
MG CLUB DE FRANCE,91460 Marcoussis - France,06 62 96 53 83,gilles.surel@mgclubdefrance.com,Pdt : Christian Lissot ; Vice-Pdts : Patrice Peret et Jean-Luc Lachaux ; Secrét. : Denis Vasdeboncoeur ; Trés. : Eliane Liabeuf,http://www.mgclubdefrance.com,lva-auto
MINI AUTO CLUB 03,03000 Avermes - France,04 70 44 41 88,sarlcocquelet.incor@free.fr,Secrét. : Jean-Charles Grenier,,lva-auto
MINI AUTO CLUB 71,71420 Perrecy-les-Forges - France,03 85 79 36 38,jouets.daniel71@orange.fr,Pdt : Daniel Michel,,lva-auto
MINI AUTO CLUB ANGEVIN,49000 Angers - France,,maca49@wanadoo.fr,Pdt : Jacques Plante ; Trés. : Tony Gautier ; Secrét. : Marc Maroleau,,lva-auto
MINI AUTO CLUB PICTAVE,86280 Saint-Benoît - France,05 49 51 44 06,j.brossard@wanadoo.fr,Pdt : Manuel Girault ; Trés. : Jacques Brossard,http://www.miniautoclubpictave.com,lva-auto
MINI AUTOS SAINT-ÉTIENNE SORBIERS,42290 Sorbiers - France,06 09 30 54 89,e.mases@orange.fr,Pdt : Ãric Bourasset,,lva-auto
MOBILITÉ CLUB FRANCE,67100 Strasbourg - France,09 70 40 11 11,marketing@automobile-club.org,,http://www.automobile -club.org,lva-auto
MOPAR OWNERS CLUB,18400 Villeneuve-sur-Cher - France,06 20 49 40 34,moparownersclub@gmail.com,Pdt : Philippe Gayen,http://www.mopar-owners-club.com,lva-auto
MORGAN CLUB DE FRANCE,92320 Châtillon - France,06 80 64 47 05,contact@morganclubdefrance.fr,Pdt et Resp. site : Christophe Molina ; Vice-Pdt : Jean-Luc Maublanc ; Secrét. : Bernadette Shute ; Trés. : Philippe Racine ; Inscrip. Club : Philippe Blanquer ; Resp. réglem. et corresp. FFVE : Patric Mourgère,http://www.morganclubdefrance.fr,lva-auto
MOTORS ADDICT LEMAN,74160 Archamps - France,06 77 30 77 33,motorsaddictleman@gmail.com,Pdt : Thiery Dussetier ; Trés. : Charlie DelanÅ ; Secrét. : Pauline Richaux,http://www.motorsaddictleman.com,lva-auto
MT CLASSIC CAR FAMILY CAR CLUB,26340 Saillans - France,06 36 51 87 95,mt.classic.car07@gmail.com,Alyxan Torgue,,lva-auto
MUSÉE AUTOMOBILE DE LORRAINE,54840 Bois-de-Haye - France,03 83 23 28 38,alaacl1969@gmail.com,Pdt : Thierry Marchal ; Secrét. : Patrice Huss,http://www.musee-auto-lorraine.fr,lva-auto
MUSÉE BOURGUIGNON POUR LA PRÉSERVATION DES VÉHICULES MILITAIRES,21068 Dijon Cedex - France,03 80 42 90 08,getc.boulanger@wanadoo.fr,,,lva-auto
MUSEO VIVO PROVENCE,13127 Vitrolles - France,06 84 84 15 11,museovivoprovence@gmail.com,Pdt : Robert Arcostanzo ; Vice-Pdt : Franck Patras ; Trés. : Bernard Baillieul ; Secrét. : Marie-Josée Stief,http://museovivoprovence.forumactif.org,lva-auto
MUSTANG CLUB DE FRANCE,37230 Fondettes - France,07 71 80 79 02,club@mustangclubdefrance.com,Pdt : Xavier Vrigny ; Trés. : Sylvie Choiseau ; Secrét. : Amélie Sandoz,http://www.mustangclubdefrance.com,lva-auto
MUSTANGPASSION FRANCE,77680 Roissy-en-Brie - France,06 63 74 93 32,contact@mustangpassion.fr,Pdt par intérim : Jean-Paul Ghiringhelli ; Trés. : Nadia Le Vallois ; Secrét. : Stéphane Retoin,http://www.mustangpassion.fr,lva-auto
MYTHIQUES AUTOMOBILES-CLUB,78240 Chambourcy - France,09 53 31 53 56,pmoroni@mp-cars.fr,Pdt : Patrick Moroni,http://www.mp-cars.com,lva-auto
NEO AUTO RÉTRO 88,88350 Liffol-le-Grand - France,06 79 97 41 44,bernard-adenot@hotmail.fr,Pdt : Bernard Adenot ; Trés. : Amandine Ãtienne ; Secrét. : Estelle Petitgeant,,lva-auto
NEW RACING TEAM - CORSICA RÉTRO PASSION,20090 Ajaccio - France,06 84 35 89 82,new.racing.team@wanadoo.fr,Pdt : Alain Marchetti,http://www.corseclassicrallye.free.fr,lva-auto
NICKEL CHROME,40150 Soorts-Hossegor - France,06 09 91 17 70,gilbarbin@gmail.com,Pdt : Gilles Barbin ; Vice-Pdt : Philippe Chaussonnière ; Trés. : Romain Capdepon ; Secrét. : Ãric Marchegay,http://www.nickel-chrome40.com,lva-auto
NÎMES AUTO RÉTRO,30800 Saint-Gilles - France,06 08 07 85 91,president@nimesautoretro.org,Pdt : Philippe Gey,http://www.nimesautoretro.org,lva-auto
NORD TRIUMPH CLUB,59990 Estreux - France,06 19 78 40 66,contact@nordtriumphclub.fr,Pdt : Jean-Christophe Rigaut ; Trés. : Christophe Coppens ; Secrét. et Webmaster : Bruno Vanacker ; Trés. adj. et Secrét. adj. : Karine Taquet ; Resp. boutique : David Vermesse,http://www.nordtriumphclub.fr,lva-auto
NOSTAL' DEUCHE COMTOISE,25440 Liesle - France,06 87 94 21 51,michelgirardot4@gmail.com,Pdt : Michel Girardot ; Trés. : Martine Millon ; Secrét. : Florence Calinon,http://nostaldeuche.asso-web.com,lva-auto
NOSTALGIC AUTO CLUB,62750 Loos-en-Gohelle - France,06 77 58 87 58,nostalgicautoclub@yahoo.fr,Pdt : Guy Dubrulle ; Vice-Pdt et Secrét. : Jean-Hubert Coin ; Trés. : Marc Pronnier,http://www.nostalgicautoclub.fr,lva-auto
NOSTALGIE DES VIEUX VOLANTS,44400 Rezé - France,06 52 24 50 24,jeanmarcmoliard@free.fr,Pdt : Jean-Marc Moliard,http://nostalgievieuxvolant.free.fr,lva-auto
NOSTALGIE RANDONNÉE,26400 Allex - France,04 75 62 73 20,nostalgierando@aol.com,,http://www.nostalgie-randonnee.com,lva-auto
NOSTALGY CAR CLUB,69009 Lyon - France,06 80 57 96 08,caddy58@hotmail.fr,,,lva-auto
NVA - NOIRMOUTIER VÉHICULES ANCIENS,85740 L'Épine - France,06 18 42 63 06,nva.no85@orange.fr,Pdt : Jean-Marc Bourson ; Trés. : Jack Saintier ; Secrét. : Chantal Allart,,lva-auto
OCTAGON CAR CLUB,14270 Mézidon-Vallée-d'Auge - France,02 31 20 11 34,alain.danoy@wanadoo.fr,Correspondant Nord : Alain Danoy ; Correspondant Sud : Jonathan Prior,http://www.mgoctagoncarclub.com,lva-auto
OCTANE 99,39000 Lons-le-Saunier - France,03 63 67 60 72,octane99@wanadoo.fr,Pdt : Claude Bouquerod ; Trés. et Secrét. : Denis Duperron ; Trés. adj. : Alain Futin ; Secrét. adj. : Gilbert Reteau,http://www.octane99.blogspot.fr,lva-auto
OISE AUTO RÉTRO,60600 Erquery - France,06 95 15 35 01,claudebuss@hotmail.fr,Pdt : Claude Bussière ; Trés. : Murielle Bussière ; Secrét. : Pierrick Dumerval,,lva-auto
OLD CARS CLUB JURASSIEN,39101 Dole Cedex - France,03 84 72 69 80,jeanpierre.aulon@orange.fr,Pdt : Jean-Pierre Aulon ; Vice-Pdt : Philippe Grenot ; Trés. : Oliver Sussot ; Trés. adj. : Patrick Darley ; Secrét. : Claudette Barbaud ; Secrét. adj. : Ãric Bongain,http://www.occj.fr,lva-auto
OLD LADIES 28,28210 Villemeux-sur-Eure - France,06 11 11 76 30,oldladies28@free.fr,Pdt : P. Perrault ; Trés. : P. Perrault ; Secrét. : E. Akkari,,lva-auto
OLD TRUCKS MALOUIN,35400 Saint-Malo - France,02 35 93 99 19,,,,lva-auto
OPALE CLASSIC CARS,62280 Saint-Martin-Boulogne - France,09 53 27 87 41,opale.classic.cars@gmail.com,Pdt : Patrick Chochoy,,lva-auto
OPEL CLASSIC CLUB DE FRANCE,03410 Lignerolles - France,06 51 39 58 82,info@opel-classic-club.com,Pdt : Sylvain Aufrère ; Vice-Pdt : Arnaud Mazet ; Trés. : Jean-Yves Decornod ; Trés. adj. : Ãliane Decornod ; Secrét. : Delphine Aufrère ; Secrét. adj. et Resp. patrimoine : Arnaud Cagny ; Resp. Internet : John Heimann ; Membres : Joël Cloren,http://www.opel-classic-club.com,lva-auto
OPEL GT CLUB ALSACE,68000 Colmar - France,03 89 80 52 78,opelgt.alsace@free.fr,Pdt : Thierry Schneider ; Trés. : Marie Pilotelle ; Secrét. : Juliette Schneider,http://opelgtclubalsace.free.fr,lva-auto
ORCINES RÉTRO MOBILE - ORM,63870 Orcines - France,04 73 62 20 00,anval.genealogie@wanadoo.fr,Pdt : Daniel d'Anval ; Vice-Pdt : Jean-Paul Dutrieux ; Trés. : Jean-François Gorce ; Trés. adj. : Chantal Monnet ; Secrét. : Gérard Charnet ; Secrét. adj. : Michel Rochelet,http://orcines-retro-mobile.e-monsite.com,lva-auto
P'TITS BOLIDES DU VÉRON,37420 Savigny-en-Véron - France,07 81 90 77 01,bolidesduveron@gmail.com,Pdt : Ludovic Bretonneau ; Vice-Pdt. : Guy Haerty ; Secrét. : Paul Tulasne ; Trés. : Christian Tokarski,https://ptitsbolidesduveron.fr,lva-auto
PAAARC - RÉTROSPECTIVE DU GP DE LA MARNE 1925,51100 Reims - France,06 12 51 09 11,paaarc51@orange.fr,Pdt : Félix Rihay ; Pdt d'honneur : Didier Carayon ; Trés. : Martine Carre ; Secrét. : Chantal Carayon,,lva-auto
PARIDS CLUB,89240 Beauvoir - France,06 60 67 17 25,,Pdt : Didier Parjadis ; Vice-Pdt : Frédéric Kahn ; Trés. : Géraud Leneveu ; Secrétaire : Vincent Vielliard,http://www.paridsclub.com,lva-auto
PARMAIN CLASSIC,95620 Parmain - France,06 89 86 56 13,bernard.hauwiller@gmail.com,Fondateur et Pdt d'Honneur : Pierre Druel ; Pdt : Bernard Hauwiller ; Vice-Pdt : Francis Thibaud,http://www.parmain-classic.fr,lva-auto
PASSÉ O MOBILE,77140 Nemours - France,06 80 71 76 26,passeomobile@orange.fr,"Pdt : Pascal Martin-Lavigne ; Vice-Pdts : Gilles Braun, Laurent Despoux, Benoît Pillavoine ; Trés. : Dolorès Martin-Lavigne ; Vice-Trés. : H. Livas ; Secrét. : Andréa Gauthier",,lva-auto
PASSION 2 CV-2 CV PASSION,84750 Saint-Martin-de-Castillon - France,04 90 75 14 36,passion_2cv@hotmail.fr,Pdt : Jean-Charles Nourrisson ; Trés. : Matthieu Marseille,http://www.passion2cv-2cvpassion.sitew.com,lva-auto
PASSION 4 CV FRANCE,59690 Vieux-Condé - France,06 52 11 69 96,passion.4cv.club.france@gmail.com,Pdt : Pascal Brinkhuizen ; Trés. : Jean-Paul Grugniaux ; Secrét. : Maxence Ghesquières,http://la-4cv-renault.forumactif.org/,lva-auto
PASSION ALPINE RENAULT ALSACE,67350 Pfaffenhoffen - France,06 13 27 55 08,passionalpinerenaultalsace@gmail.com,Pdt : Michel Wackermann ; Trés. : Serge Klopfenstein ; Secrét. : Martin Winstel,http://www.passionalpinerenaultalsace.fr,lva-auto
PASSION AUTO COLLECTION CÔTE D'AZUR - PACCA,06600 Antibes - France,06 07 38 75 88,pacca-frenchrivieira@orange.fr,"Pdt et Secrét. : Jean-Jacques Lasserre ; Vice-Pdt : Paul Jourdain ; Admin. : Bérengère Lax, Alain Oudit ; Trés. et Secrét. générale : Colette Balvry ; Administrateur : Michèle Cogez",http://www.pacca.ekablog.com,lva-auto
PASSION AUTO MOTO CLUB DES ALPILLES - PAMCA,13210 Saint-Rémy-de-Provence - France,06 27 30 74 96,,Pdt : Alix Kikmoun ; Trés. : Ludovic Manson ; Secrét. : Robert Balme,,lva-auto
PASSION AUTO PRESTIGE ET ANCIENNE D'ILLE-ET-VILAINE,35340 Ercé-près-Liffré - France,06 75 83 41 28,clubpapa35@gmail.com,Pdt : Gaëtan Guerin ; Trés. : Jean-Pierre Perrault ; Secrét. : Nicolas Vienne,http://www.papa35.org,lva-auto
PASSION AUTO RETRO 03,03500 Châtel-de-Neuvre - France,,passion.auto.retro.03@gmail.com,,,lva-auto
PASSION AUTOMOBILES,06440 Blausasc - France,06 88 20 87 16,asso.pierre@gmail.com,"Pdt : Pierre Asso ; Trés. : Michel Krieger ; Trés. adj. : Karine Chiossone ; Secrét. : Charles Dufour ; Membres Conseillers : Alain Roustan, Marcel Borghèsi, Richard Imbert, Patrick Anfosso, Daniel Sadoule",,lva-auto
PASSION DYANE-DEUCHE CLUB 37,37500 Chinon - France,02 47 93 49 36,passion.dyane.deuche@gmail.com,,,lva-auto
PASSION MORDU CAISSE ANCIENNE,59600 Vieux-Reng - France,06 09 01 41 51,gilles.borderieux@free.fr,Pdt : Gilles Borderieux ; Trés. : Aline Lisbet ; Secrét. : Ãric Meunier,,lva-auto
PASSION RÉTRO AUTOS MOTOS - PRAM,33590 Saint-Vivien-de-Médoc - France,06 73 81 38 23,,Pdt : Alain Brun,http://pram33.pagespro-orange.fr/,lva-auto
PASSION SCIROCCO,63400 Chamalières - France,04 73 90 70 14,president@passion-scirocco.fr,Pdt : Olivier Mège ; Vice-Pdt série 1 : René Soulard ; Vice-Pdt série 2 : Thierry Kennel ; Trés. : Sylvie Maret ; Secrét. : Eddy Verdun ; Boutique et com. interne : Rodolph Woog,http://www.passion-scirocco.fr,lva-auto
PASSION SIMCA ALSACE,67310 Rangen - France,03 88 87 29 31,roland.fauvet@wanadoo.fr,Pdt : Roland Fauvet ; Trés. : Christian Marx ; Secrét. : Michel Kohn,http://www.passion.simca.alsace.fr,lva-auto
PASSION TACO DE LA RN7,26270 Loriol-sur-Drôme - France,04 75 80 71 93,passiontaco26@gmail.com,Pdt : Jean-Frédéric Haro ; Trés. : Michelle Liard ; Secrét. : Johann Rodet,,lva-auto
PASSION VÉHICULES VAL-DE-SAÔNE,70100 Arc-lès-Gray - France,06 49 52 18 33,contactp2vs@gmail.com,Pdt : Jean-Yves Marchand,http://www.passionvehiculesvaldesaone.com,lva-auto
PASSIONNÉS DE VÉHICULES ANCIENS - PVA,25770 Franois - France,06 07 78 39 06,clubpva25@gmail.com,Pdt : Alain Marietta ; Trés. : Joël Piérot ; Secrét. : Jean-Charles Dieterlé,http://www.clubpva.com,lva-auto
PÉRIGUEUX AUTO RÉTRO,24000 Périgueux - France,06 01 23 47 45,perigueux.auto.retro@gmail.com,Pdt : Aurélien Enaud ; Vice-Pdt : Jean-Marie Ronteix ; Trés. : Marie-Claire Roussarie ; Trés. adj. : Michel Moze ; Secrét. Françoise Angibaud ; Secrét. adj. : Daniel Faucher ; Conseiller Technique : Patrick Beguier ; Membres actifs : Jacques Fl,,lva-auto
PEUGEOT SPORT CLERMONT-FERRAND,63400 Chamalières - France,06 86 15 17 03,patrick.marchalpts@free.fr,Pdt : Cédric Vincent ; Vice-Pdt : Xavier Ischard ; Trés. : Patrick Marchal ; Secrét. : Alain Courbet,http://www.peugeotsportclermont.fr,lva-auto
PHÉNIX,06130 Grasse - France,04 93 36 18 14,m.jalliffier@free.fr,Pdt : Gaïdic Deleger ; Trés. : Michel Jalliffier,http://www.amicalephenixauto.fr,lva-auto
PHENIX LIBERTA,14240 Cormolain - France,06 21 72 68 86,sophiejeanpierre@club-internet.fr,Pdt : Jean-Pierre Gaubiac ; Trés. : Sophie Lanoir ; Secrét. : Pascal Robert,,lva-auto
PHOCÉA PRODUCTIONS,13170 Les Pennes-Mirabeau - France,06 12 51 57 89,phoceaproduction@aol.com,Pdt : Michel Vignal ; Vice-Pdt : Alain Amalberti ; Trés. et Secrét. : Patricia Vignal,http://www.phocea-productions.fr,lva-auto
PICCOLA SCUDERIA FIAT CLUB FIAT 500 DE PERPIGNAN,66000 Perpignan - France,04 68 63 55 00,fiat500@orange.fr,Pdt : Jérôme Rougé,http://www.club500.fr,lva-auto
PILOTES AMATEURS VÉHICULES D'ÉPOQUE - PAVE,82000 Montauban - France,06 86 90 16 97,teampave@hotmail.fr,Pdt : Georges Audouy ; Trés. : Serge Audouy ; Secrét. : Christine Pecontal et Françoise Delmotte,,lva-auto
PIPES ET MANIVELLES SANCLAUDIENNES,39200 Saint-Claude - France,06 08 47 12 86,pms.stclaude@gmail.com,Pdt : Jean-Paul Rohr ; Trés. : Patrice Leguiader ; Secrét. : Gaël Ferrazzi,http://www.pipesetmanivelles.org,lva-auto
PLAISIR AUTO-RÉTRO,34990 Juvignac - France,06 31 90 18 27,plaisirautoretro@gmail.com,Pdt : Christian Vella ; Vice-Pdt : Michel Van Elst ; Trés. : Patrick Panyi,,lva-auto
PONTIAC FIREBIRD CLUB DE FRANCE,30340 Salindres - France,06 23 31 63 39,contact.pfcf@gmail.com,"Pdt : Dominique Mazaleigue ; Vice-Pdt : Gilles Grandi ; Trés : Dominique Mazleigue ; Webmaster : ""Vroomm"" Moitrel",http://www.pontiacfirebirdclubdefrance.com,lva-auto
PORSCHE 356 - CLUB DE FRANCE,92200 Neuilly-sur-Seine - France,06 14 62 80 35,contact@356porscheclub.fr,Pdt : Patrick Zundel ; Vice-Pdt : Olivier Rougé ; Trés. : Jean-Hugues Plantavin ; Secrét. : Alain Boutal ; Resp. Technique : Valentin Kaiser,http://www.356porscheclub.fr,lva-auto
PORSCHE CLUB 924 / 944 / 968 FRANCE,79260 La Crèche - France,06 73 04 13 83,porscheclub924.a.simon@orange.fr,Pdt : Alain Simon ; Vice-Pdt : Pascal Le Corre ; Secrét. : Marc Panarelli ; Trés. : Annick Vaumoron,http://www.924-944-968-porscheclub.fr,lva-auto
PORSCHE CLUB MÉDITERRANÉE,34750 Villeneuve-lès-Maguelone - France,04 67 69 48 92,jp.viala@laposte.net,,http://mediterranee-porscheclub.fr,lva-auto
PORSCHE CLUB RS DE FRANCE,13630 Eyragues - France,06 03 81 68 12,info@porscheclubrsdefrance.com,Pdt : Jean-Claude Bonhomme,http://www.porscheclubrsdefrance.com,lva-auto
PORSCHE CLUB TOURCOING,59200 Tourcoing - France,06 08 92 77 21,tourcoing@porscheclub.fr,Pdt : Hervé Dujardin,http://www.tourcoing-porscheclub.fr,lva-auto
R4 AVENTURE CLUB DE FRANCE,92700 Colombes - France,06 12 31 36 54,r4.aventure@gmail.com,Pdt : Jérôme Guyot ; Trés. : Catherine Marlier ; Secrét. : Ãric Laurent,,lva-auto
R5 GT TURBO CLUB DE FRANCE,76590 Anneville-sur-Scie - France,06 86 81 66 08,r5gtturboclubdefrance@gmail.com,Pdt : Stanislas Lazur ; Vice-pdt : Jean-Daniel Padé ; Trés. : Adrien Mortier,http://r5gttclub-de-france.creerunforum.net,lva-auto
RACER CLUB DE FRANCE,16410 Garat - France,06 81 16 95 06,duprat.pierre@wanadoo.fr,Pdt : Michel Labarde ; Vice-Pdt : Pierre Duprat ; Trés. : Gonzague Pouponnot ; Secrét. : Patrick Morin ; Resp. Internet : Fréderic Marquet,http://www.racerclubdefrance.com,lva-auto
RACING AMICALE FIAT ANCIENNES - RAFA,77650 Savins - France,01 60 58 15 54,aldo.lampredi@orange.fr,Pdt : Aldo Lampredi ; Trés. : Anny Nodinot ; Secrét. : Serge Lampredi,,lva-auto
RACING AUTO CLUB 47,47340 Saint-Antoine-de-Ficalba - France,06 85 24 64 46,racingautoclub47@gmail.com,Pdt : Marie Hantier ; Trés. : José Bazilet ; Secrét. : Jean Philippe,http://www.rac47.net,lva-auto
RALLYE SPORT CLASSIC DE SEINE-ET-OISE - RSC78,78780 Maurecourt - France,06 12 30 80 73,,Pdt : Patrick Decoen ; Vice-Pdt : Didier Simon ; Trés. : Vincent Legenne,http://www.rsc78.com,lva-auto
RANDONNÉE DU SANCY,63750 Messeix - France,04 73 21 49 42,randonneedusancy@gmail.com,Pdt : Philippe Rouveyroux,http://www.acsancyvolcancetres.fr,lva-auto
RASSEMBLEMENT DES AMATEURS D'AUTOMOBILES ANCIENNES DES FLANDRES - RAAAF,59700 Marcq-en-Baroeul - France,,raaaf@raaaf.fr,,http://www.raaaf.fr,lva-auto
RED BALL EXPRESS,06200 Nice - France,06 61 99 78 77,,,,lva-auto
REGISTRO LANCIA CLASSICHE,58200 Cosne-Cours-sur-Loire - France,06 27 80 97 75,registrolanciaclassiche@gmail.fr,Pdt : J.-P. Renaudat ; Vice-Pdt : Patrick de Dumast ; Trés. : C. Machizaud ; Secrét. : D. Mullenbach,,lva-auto
REGROUPEMENT DES AMOUREUX DE VÉHICULES D'ÉPOQUE DE LA RÉGION D'ARTOIS - RAVERA,62000 Arras - France,07 68 48 01 36,ravera.6a@gmail.com,Pdt : Philippe Potier ; Vice-Pdt : Philippe Ligny ; Trés. : Alain Bourgouin,http://www.ravera-6a.com,lva-auto
RELIANT SABRE ET SCIMITAR OWNERS CLUB - RSSOC,06600 Antibes - France,06 76 91 26 59,bolidenoir@mac.com,Secrét. : Chris Johnson,http://www.scimitarfrance.net,lva-auto
RENAISSANCE AUTO RAMBOUILLET,78120 Rambouillet - France,06 82 26 83 43,renaissanceauto@orange.fr,Pdte : Esther Grangeon ; Pdt d'Honneur : Jean-Pierre Chapelle ; Trés. : Thérèse Lagrue ; Secrét. : Daniel Creusot,,lva-auto
RENAULT 9 ET 11 CLUB DE FRANCE,28700 Oysonville - France,06 11 53 90 82,r9r11clubdefrance@gmail.com,Pdt : Benoît Chaunut ; Trés. : Baptiste Launay ; Trés. adj. : Pierre Lepetit ; Secrét. : Serge Gallepy,http://www.renault-9-11.fr,lva-auto
RENAULT ALLIANCE CLUB PASSION,44120 Vertou - France,09 72 45 10 13,contact@renaultalliance.net,Pdt : Renaud Lamy ; Trés. : D. Duchêne ; Secrét. : Benoît Chenet,http://www.renault-alliance-club-passion.com,lva-auto
RENAULT RAMBLER CLUB DE FRANCE,36230 Saint-Denis-de-Jouhet - France,06 12 84 49 23,renaultramblerclub@orange.fr,Pdt : Jean-Louis Huet ; Trés. : Magali Mrugalski,http://www.renault.amcrc.com,lva-auto
RENAULT WIND CLUB FRANCE,80340 Bray-sur-Somme - France,06 20 51 81 75,renaultwindclubfrance@gmail.com,Pdt : Florent Odot ; Trés. : Dominique Renarzewski ; Trés. adj. : Frédérique Hebert ; Secrét. : Marie Stobierski ; Secrét. adj. : Romain Blieux,https://renaultwind.club,lva-auto
RÉTR'AUTO VENDÉENNE,85190 Aizenay - France,,retrauto_85@orange.fr,Pdt : Jacques Foucault ; Trés. : Jean-Dominique Haag ; Secrét. : Denis Flammang,https://retrauto85.fr/,lva-auto
RÉTR'OPEL CLUB DU SUD,83790 Pignans - France,04 94 33 27 54,info@rocs-club.net,Pdt : Laurent Fusi ; Vice-Pdt : Ludovic Dufour ; Trés. : Sébastien Canarias ; Secrét. : Laurent Fusi,http://www.rocs-club.net,lva-auto
RÉTRAUMOBILE-CLUB DE HAUTE-SAVOIE,74803 La Roche-sur-Foron Cedex - France,06 75 74 73 54,secretaire@retraumobileclub74.com,"Pdt : Rémy Simond ; Secrét. : Philippe Bouillet ; Membres : Georges Balleydier, André Chenal, Abel Mercier, Claude Meynent, Jean-Paul Pouraz, Bruno Ribeyrolles",http://retraumobileclub74.com,lva-auto
RÉTRO 07 ASSOCIATION,07100 Annonay - France,06 09 71 49 89,retroardeche07@gmail.com,Pdt : Yannick Noblet ; Trés. : Sandrine Flacher ; Secrét. : Delphine De Moncuit,,lva-auto
RÉTRO 2000,87140 Chamboret - France,06 88 43 62 79,marine87200@hotmail.fr,,http://clubretro2000.free.fr,lva-auto
RÉTRO 52 - ASSOCIATION DES AMATEURS DE VÉHICULES ANCIENS DE LA HAUTE-MARNE,52000 Chamarandes-Choignes - France,06 72 95 45 64,mimau.marck@wanadoo.fr,Pdt : Michel Marck ; Trés. : Joël Lesserteur ; Secrét. : Pascal Bonhomme,,lva-auto
RÉTRO AUTO CLUB NORMAND DE CAEN,14010 Caen Cedex - France,06 79 71 33 82,clubracn@yahoo.com,Pdte : Isabelle Golejewski ; Vice-Pdt : Thierry Lebel ; Trés. : Michel Lemort ; Trés. adj. : Joël Turczyk ; Secrét. : Françoise Harel Adeline ; Secrét. adj. : Monique Sergent,http://www.club-racn.fr,lva-auto
RÉTRO AUTOMOBILE CLUB - RAC EGF GAZELRETRO,94600 Choisy-le-Roi - France,06 24 10 30 48,did.soyer@gmail.com,Pdt : Didier Soyer ; Vice-Pdt : Jean-Pierre Mendowski ; Trés. : Pierre François ; Secrét. : Michèle Junk,http://rac-eyf.fr,lva-auto
RÉTRO AUTOMOBILE CLUB VITRYAT,51300 Frignicourt - France,06 36 98 37 50,trussart.daniel@hotmail.fr,Pdt : Daniel Trussart ; Trés. : Ãric Noizet ; Secrét. : Béatrice Souillot,http://racv.e-monsite.com,lva-auto
RÉTRO BUS LYONNAIS,69340 Francheville - France,04 78 59 87 42,retrobuslyonnais@gmail.com,,http://rblyon.e-monsite.com,lva-auto
RÉTRO CAMPING CLUB DE FRANCE,45120 Corquilleroy - France,06 84 63 86 64,contactrccf@laposte.net,Pdte : Jeanine Théophile ; Secrét. : François Muller,http://www.rccf.net,lva-auto
RÉTRO CLUB AUTOMOBILE DE CHAMPAGNE - RCAC,10000 Troyes - France,,retroclubautomobiledechampagne@gmail.com,Pdt : Alain Mignot ; Vice-Pdt : François Hardy ; Trés. : Patrick Haumonté,,lva-auto
RÉTRO CLUB FERRONNAIS,36290 Azay-le-Ferron - France,02 54 39 21 91,coco.bidault@orange.fr,Pdt : Jean-Marc Malassenet ; Trés. : Jean-Claude Bidault ; Secrét. : Mireille Bessières,,lva-auto
RÉTRO DORE,63190 Orléat - France,04 73 68 41 70,michel.deschatrettes@orange.fr,Trés. et Représentant légal adj. : Michel Blondeau ; Secrét. : Michel Deschatrettes ; Secrét. adj. : Christine Oriol ; Gestion des sorties : Florence Laffarge et Florence Blondeau,http://www.orleat.com/Vie-Associative/view/22-RETRO-DORE,lva-auto
RÉTRO LOISIRS LIGNE BLEUE,88121 Vagney Cedex - France,06 89 46 93 31,president@retroloisirslignebleue.fr,Pdt : Claude Bredats ; Secrét. : Françoise Chevrier ; Trés. : Sébastien Gerard,http://www.retroloisirslignebleue.fr,lva-auto
RÉTRO MACHINES,42123 Cordelle - France,04 77 64 96 73,,Pdt : Didier Defond ; Trés. : Nicole Brosselard ; Secrét. : Christelle Gondras,,lva-auto
RÉTRO MÉCA CENTRE - RMC,36120 Ardentes - France,07 86 99 07 28,retromecacentre36@gmail.com,Pdt : Jean-Marc Mérot ; Trés. : David Béjaud ; Secrét. : Aléxis Vincent,http://www.facebook.com/RetroMecaCentre/,lva-auto
RÉTRO MEYSSAC CLUB,19500 Meyssac - France,05 55 25 33 89,lacroix.rmc@orange.fr,Pdt : Marcel Lacroix ; Vice-Pdt : Jean-Louis Lavialle ; Trés : Gérard Bavant,http://retromeyssacclub.fr,lva-auto
RÉTRO MOBILE CLUB,63250 Arconsat - France,06 15 26 53 21,retromobileclubchabreloche@gmail.com,Pdt : Oliver Rose ; Vice-Pdt : D. Dussupt ; Trés. : Stéphanie Delorme ; Vice-Trés. : Richard Pasquet ; Secrét. : Chloë Vallas ; Vice-Secrét. : Sylvie Coquet,,lva-auto
