id,nom,adresse,telephone,email,bureau,site_internet,lien
C539,H TENDRE ET CHEVRONNÉS,79330 Saint-Varent - France,06 60 58 82 57,francis.delvenne@orange.fr,Pdt : Francis Delvenne,http://70anstypehthouars2017.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C539&idCategorie=C
C2387,HAGETMAU MÉCA PASSION,40700 Hagetmau - France,06 83 95 93 45,hagetmaumecapassion@gmail.com,Pdt : Eric Fritsch ; Trés. : Josie Borrits ; Secrét. : Muriel Castets,https://www.hmp40.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C2387&idCategorie=C
C1140,HÉRITAGE RÉTRO SPORTS CLUB,63730 Mirefleurs - France,04 73 39 93 70,georges.guilhaumond@wanadoo.fr,Pdt : Georges Guilhaumond ; Trés. : Gérard Decelle ; Secrét. : Jeanne Chaize,,https://www.lva-auto.fr/annuaire.detail.php?id=C1140&idCategorie=C
C456,HIGHWAY SIXTY SIX MEMORIES,25350 Mandeure - France,,,Pdt : Thierry Joly ; Trés. et Secrét. : Marietta Joly,,https://www.lva-auto.fr/annuaire.detail.php?id=C456&idCategorie=C
C457,HISTORIC RACING CLUB DE FRANCE,31000 Toulouse - France,07 61 66 37 12,historic.racing@wanadoo.fr,"Délégués : Bernard Musqui, Bernard Casteran ; Secrét. : Hervé Gros",,https://www.lva-auto.fr/annuaire.detail.php?id=C457&idCategorie=C
C908,HOTCHKISS GRAND SUD,06340 Cantaron - France,06 07 25 28 23,jean-luc.roux@wanadoo.fr,Pdt : Jean-Luc Roux ; Vice-Pdt : Serge Segurel ; Vice-Pdte chargé de la communication : Claire Sippel ; Trés. : Jean-Pierre Roubaud ; Secrét. : Claude Floret ; Webmaster : Daniel Valette,,https://www.lva-auto.fr/annuaire.detail.php?id=C908&idCategorie=C
C459,HYDRO CLUB,86190 Ayron - France,09 86 07 34 80,dad.12@orange.fr,David Garetier,,https://www.lva-auto.fr/annuaire.detail.php?id=C459&idCategorie=C
C461,IDÉALE DS AQUITAINE,33690 Sigalens - France,06 07 22 10 36,,Pdt : Ãric Hochart ; Trés. : Bernard Laussu-Destruhaut ; Secrét. : Michel Laclide,,https://www.lva-auto.fr/annuaire.detail.php?id=C461&idCategorie=C
C462,IDÉALE DS ATLANTIQUE-PAYS-DE-LOIRE,44980 Sainte-Luce-sur-Loire - France,06 11 48 49 82,club.apl@ideale-ds.com,Pdt : Michel Brun ; Secrét. : Maryvonne Roy ; Trés. : Gaël Cretin,http://www.ideale-ds.com,https://www.lva-auto.fr/annuaire.detail.php?id=C462&idCategorie=C
C1432,IDÉALE DS BOURGOGNE FRANCHE-COMTÉ,39500 Damparis - France,03 84 81 17 00,club.bfc@ideale-ds.com,Pdt : Ãric Chaffin,http://www.ideale-ds.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1432&idCategorie=C
C151,IDÉALE DS CENTRE,37700 Saint-Pierre-des-Corps - France,02 47 55 03 85,club.centre@ideale-ds.com,Pdt : Jean Salliot,http://www.ideale-ds.com,https://www.lva-auto.fr/annuaire.detail.php?id=C151&idCategorie=C
C470,IDÉALE DS HAUTS-DE-FRANCE,62121 Courcelles-le-Comte - France,03 21 24 21 06,contact@ideale-ds.eu,Pdt : Michel Locquet ; Vice-Pdt : Michel Huard ; Trés. : Daniel Imperatore ; Secrét. : Laurent Furnari,http://www.ideale-ds.eu,https://www.lva-auto.fr/annuaire.detail.php?id=C470&idCategorie=C
C468,IDÉALE DS LORRAINE,57500 Saint-Avold - France,06 27 27 56 04,fabriol.michel@gmail.com,Pdt : Michel Fabriol ; Vice-Pdt : Yann Halbwachs ; Trés. : Olivier Weisse ; Secrét. : Dominique Pagot,http://www.ideale-ds-lorraine.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C468&idCategorie=C
C469,IDÉALE DS MIDI-PYRÉNÉES,31170 Tournefeuille - France,06 43 24 85 32,,Pdt : Jean-françois Alguacil,http://www.ideale-ds.com,https://www.lva-auto.fr/annuaire.detail.php?id=C469&idCategorie=C
C1434,IDÉALE DS NICE CÔTE D'AZUR,06610 La Gaude - France,04 93 31 76 58,club.nca@ideale-ds.com,Pdt : Dominique Hok ; Trés. : Thierry Soulard ; Secrét. : Brigitte Friang,http://www.ideale-ds.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1434&idCategorie=C
C1435,IDÉALE DS PACA,13830 Roquefort-la-Bédoule - France,07 88 94 17 97,idealedspaca@gmail.com,Pdt : Jean-Michel Strorione,http://www.ideale-ds.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1435&idCategorie=C
C1744,INTERCLUB DIJONNAIS,21700 Arcenant - France,06 14 60 61 68,jeanclaude.malsert@orange.fr,Pdt : Jean-Claude Malsert ; Trés. : Jean-Marc Boillet ; Secrét. : Caroline Hermoso,,https://www.lva-auto.fr/annuaire.detail.php?id=C1744&idCategorie=C
C475,ISSOIRE COURNON RÉTROMOBILE CLUB,63450 Tallende - France,04 73 39 47 69,ass.icrc@orange.fr,Pdt : Jean-Luc Meylheuc ; Vice-Pdts : Alain Clauge et Martine Vore ; Secrét. : Marie-Claude Cluzel ; Trés. : Martine Vore ; Resp. relations Ligue Auvergne : J.-L. Meylheuc et A. Clauge,http://www.issoire-cournon-retromobile-club.org,https://www.lva-auto.fr/annuaire.detail.php?id=C475&idCategorie=C
C477,JADIS AUTO 55,55100 Verdun - France,06 33 25 20 29,mcclesse@gmail.com,Pdt : Jean-Paul Didriche ; Vice-Pdt : Alain Didriche ; Trés. : Marie-Christine Clesse ; Secrét. : Michèle Didriche ; Membre du bureau : Sébastien De Taddeo,,https://www.lva-auto.fr/annuaire.detail.php?id=C477&idCategorie=C
C2021,JADIS AUTO ORLÉANAIS,45160 Olivet - France,06 42 15 00 05,contact@jadis-auto.com,Pdt : Pascal Brebion ; Secrét. : Maryvonne Branchereau,http://www.jadis-auto.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2021&idCategorie=C
C1197,JAGUAR AMATEURS GROUPE,77340 Pontault-Combault - France,01 60 29 57 61,clubjag@clubjag.fr,Pdt et Trés. : Dominique Forichon ; Vice-Pdt : Jean-Jacques Volet ; Administrateur : Philippe Merlin ; Secrét. : Sylvie Volet ; Coordinateur multimédia : Benjamin Forichon,http://www.clubjag.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1197&idCategorie=C
C447,JAGUAR DRIVERS' CLUB FRANCE,75008 Paris - France,,secretaire@fjdc.fr,Pdt : Hugues Lisan ; Vice-Pdt : Michel Beaurain ; Trés. : Yohann Pommelet ; Secrét. général : François Romac,http://www.fjdc.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C447&idCategorie=C
C2389,JAGUAR ENTHUSIASTS'CLUB - PAYS DE LOIRE BRETAGNE,85610 Cugand - France,06 76 31 39 59,bernard.bachelet@wanadoo.fr,Pdt : Guy Menet ; Pdt d'honneur : Jean Danais ; Trés. : C. Rabraud ; Secrét. : P. Troupel ; Relations Presse : Bernard Bachelet,http://www.jaguar-ouest.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2389&idCategorie=C
C2570,JAGUAR EXCLUSIVE XK,78600 Maisons-Laffitte - France,06 07 95 12 91,contact.jaguarexclusivexk@gmail.com,Secrét. Général : Bernard Viart,http://www.jaguarexclusivexk.net,https://www.lva-auto.fr/annuaire.detail.php?id=C2570&idCategorie=C
C2563,JAGUAR FOREVER MAGIC,78500 Sartrouville - France,06 03 07 08 32,jaguarforevermagic@sfr.fr,Pdt : Claude Gyrard ; Trés. : Adrien Gyrard,,https://www.lva-auto.fr/annuaire.detail.php?id=C2563&idCategorie=C
C2471,JAGUAR VINTAGE XK,88000 Épinal - France,06 08 36 48 03,contact@jvxk.fr,Pdt : Patrick Lecomte ; Vice-Pdt : Claude Verbrugghe ; Trés. : Michel Georges,https://jvxk.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C2471&idCategorie=C
C2244,JAGUAZUR FRENCH RIVIERA CLUB,83440 Seillans - France,06 11 54 07 08,marc.60.74@orange.fr,Pdt : Marc Lachèvre,http://www.jaguazur.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2244&idCategorie=C
C1241,JEEP CLUB DU LYONNAIS,69290 Craponne - France,06 11 14 44 50,jeepclublyonnais@gmail.com,Pdt : Philippe Kurtz ; Trés. : François Poex ; Secrét. : Jean-Pierre Brez,http://jeepclublyonnais.free.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C1241&idCategorie=C
C2136,JEUNES AMATEURS DE VIEILLES AUTOS - JAVA,30131 Pujaut - France,06 81 38 89 12,club.java@laposte.net,Pdt : Bernard Chapuis ; Trés. : Bernard Courty ; Secrét. : Isabelle Moulin,https://sites.google.com/site/javautos,https://www.lva-auto.fr/annuaire.detail.php?id=C2136&idCategorie=C
C2188,JOUER EN 2 CV,37250 Montbazon - France,06 15 52 13 45,joueren2cv@orange.fr,Pdt : Emmanuel Pagé ; Secrét. : Annie Le Brize ; Trés. : Valérie Pigeonneau ; Trés. adj. : Stéphane Perreau,,https://www.lva-auto.fr/annuaire.detail.php?id=C2188&idCategorie=C
C1729,JOYEUSE ASSOCIATION DE CABRIOLETS DU SUD - JACS,30610 Sauve - France,06 12 59 56 74,jacs@wanadoo.fr,Pdt : Y. Behar ; Vice-Pdt : L. Goume,http://clubdecabrioletspaca.1fr1.net/,https://www.lva-auto.fr/annuaire.detail.php?id=C1729&idCategorie=C
C592,JUVABOUN,28350 Saint-Lubin-des-Joncherets - France,06 29 94 33 85,pourtout.patricia@free.fr,Pdte : Patricia Pourtout,http://www.juvaboun.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C592&idCategorie=C
C2548,KARR BREIZH,56330 Pluvigner - France,06 08 28 05 21,andre.guillaume17@wanadoo.fr,Pdt : André Guillaume ; Trés. : Margot Guillaume,http://www.karrbreizh.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2548&idCategorie=C
C2162,KATAR MARRANT,12150 Recoules-Prévinquières - France,05 61 06 60 16,club.katar.marrant@gmail.com,Pdt : Jean-Claude Laumière,,https://www.lva-auto.fr/annuaire.detail.php?id=C2162&idCategorie=C
C737,KATRAPLAT DES DEUX RIVES,26000 Valence - France,07 68 94 79 28,katraplatdes2rives@gmail.com,Pdt : Christophe Villard ; Trés. : Samuel Faquin ; Secrét. : Céline Vernay,,https://www.lva-auto.fr/annuaire.detail.php?id=C737&idCategorie=C
C481,L'ALPINE FRANCILIENNE,77280 Othis - France,,contact@alpinefrancilienne.fr,"Bureau : Christian Epineuze, François Serrou, Patrick thienpond, François Vedel, Stéphane Bonsigne, Sebastien Lancelot ; D'honneur : Jean Vinatier ; Membre D'honneur : Olivier Bernard ; Trés. : François Vedel ; Secrét. : Jean-Marie Rivoal",https://www.alpinefrancilienne.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C481&idCategorie=C
C1535,L'AMI'CALANDRE,79000 Niort - France,06 82 31 97 79,hagnier.gaelle@orange.fr,Pdt : Pierre Fournier ; Vice-Pdt : Frédéric Barreau ; Trés. : Benoit Peyrot ; Secrét. : Arnaud Sornet,,https://www.lva-auto.fr/annuaire.detail.php?id=C1535&idCategorie=C
C1848,L'ANCÊTROMOBILE,13690 Graveson - France,04 90 90 56 90,ancetromobile@hotmail.fr,Pdt : Yoan Conraux ; Trés. : Augustin Teyssier ; Secrét. : Corinne Astier,,https://www.lva-auto.fr/annuaire.detail.php?id=C1848&idCategorie=C
C1627,L'ATTRACTION DE L'ANJOU,49770 Longuenée-en-Anjou - France,06 60 89 87 18,lattractionanjou@aol.com,Pdt : Régis Jacopy ; Vice-Pdt : Philippe Briand ; Trés. : Marc Cauchois ; Secrét. : Véronique Cauchois,http://lattractiondelanjou.wixsite.com/lattractiondelanjou,https://www.lva-auto.fr/annuaire.detail.php?id=C1627&idCategorie=C
C2623,L'AUTO DES COPAINS,33270 Floirac - France,,lautodescopains@orange.fr,Pdt : Marie-France Zaros ; Trés. : Patrick Forillière ; Secrét. : Stéphanie Prunet,http://www.lautodescopains.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2623&idCategorie=C
C2226,L'AUTO-D-POTES,33710 Tauriac - France,06 20 50 35 06,lauto-d-potes@live.fr,Pdt : Davy Rubio ; Vice-Pdt : Cédric Contamine ; Trés. : Bernard Pelletan ; Trés. adj. : Christian Courreau ; Secrét. : Raymond Rubio ; Secrét. adj. : Catherine Gas,http://www.lautodpotes.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2226&idCategorie=C
C975,L'AUTOMOBILE DE GRAND-PAPA,76560 Doudeville - France,06 74 70 40 29,daniele.olivier2@orange.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C975&idCategorie=C
C482,L'AVENTURE PEUGEOT CITROËN DS,25600 Sochaux - France,01 61 45 16 10,contact-avpcd@laventureassociation.com,,http://www.laventure-association.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C482&idCategorie=C
C2666,L'AVENTURE PEUGEOT CITROËN DS,25600 Sochaux - France,,contact-avpcd@laventureassociation.com,,http://www.laventure-association.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2666&idCategorie=C
C483,L'ESSIEU BORDELAIS,33160 Saint-Médard-en-Jalles - France,06 11 68 50 58,essieubordelais@gmail.com,Pdt : Philippe Nougier ; Trés. : Vincent Roques,https://essieubordelais.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C483&idCategorie=C
C874,L'ÉTRIER,78000 Versailles - France,06 17 69 84 46,maxlepissier@hotmail.fr,Pdt : Maxime Lepissier ; Fondateur Administrateur : Bruno de la Villesbrunne,http://www.agence-etrier.com,https://www.lva-auto.fr/annuaire.detail.php?id=C874&idCategorie=C
C1684,L'HISTORIQUE AUTO SPORTIVE,83560 La Verdière - France,04 94 04 14 53,,Pdt : Francis Giraudo,,https://www.lva-auto.fr/annuaire.detail.php?id=C1684&idCategorie=C
C1010,L'TCHIOTE AUTO 80,80090 Amiens - France,06 62 44 42 83,milam@club-internet.fr,Pdt : Michel Lamy ; Trés. : Sylvain Demetz ; Secrét. : Alain Congretel,http://tchioteauto.free.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C1010&idCategorie=C
C484,LA BELLE ÉPOQUE AUTOMOBILE DU BLAISOIS,41350 Saint-Gervais-la-Forêt - France,06 66 85 25 16,sursin.francois1@gmail.com,Pdt : François Sursin ; Trés. : René Labouré ; Secrét. : Marie-Claude Sursin,https://belleepoqueautomobile41.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C484&idCategorie=C
C1488,LA BIELLE CHAPELLOISE,89260 Thorigny-sur-Oreuse - France,,mugot.didier@wanadoo.fr,Pdt : Gérard Mugot,,https://www.lva-auto.fr/annuaire.detail.php?id=C1488&idCategorie=C
C2085,LA BIELLE ET LA BÊTE... EN SOMME,80100 Abbeville - France,06 73 55 17 71,pasmaupin@orange.fr,Pdte et Secrét. : Pascale Maupin ; Trés. : Frédéric Dolique,,https://www.lva-auto.fr/annuaire.detail.php?id=C2085&idCategorie=C
C905,LA CIGOGNE,91470 Forges-les-Bains - France,06 81 03 72 55,jm.chapelle@gmx.fr,Pdt : Jean-Michel Charpentier ; Trés. : Pierre Despois ; Secrét. : Jean-Marc Chapelle,,https://www.lva-auto.fr/annuaire.detail.php?id=C905&idCategorie=C
C2439,LA DEUCHE À LA CÔTE,62180 Rang-du-Fliers - France,06 27 43 30 41,,Pdt : Jean-Luc Sevin ; Trés. : Patrick Perrot ; Secrét. : Laurent Josse,http://www.facebook.com/La-Deuche-Ã -la-CÃ´te-429810107094075,https://www.lva-auto.fr/annuaire.detail.php?id=C2439&idCategorie=C
C1384,LA DEUCHE AUBOISE,10150 Pont-Sainte-Marie - France,06 82 10 28 68,bonnin.richard@wanadoo.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1384&idCategorie=C
C2174,LA DEUCHE SÉDÉLOCIENNE,21210 Saulieu - France,06 80 73 23 99,paqueter@orange.fr,Secrét. : Martine Capitain,,https://www.lva-auto.fr/annuaire.detail.php?id=C2174&idCategorie=C
C1365,LA DYNAMO CANTALIENNE,15120 Montsalvy - France,06 89 75 51 39,ladynamocantalienne@laposte.net,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1365&idCategorie=C
C486,LA GUIMBARDE MELUNAISE,77720 La Chapelle-Gauthier - France,01 64 08 48 47,christiane.fillatof@wanadoo.fr,Pdt : Joël Fillatof ; Vice-Pdt : Bruno Erostate ; Trés. : Jean-Pierre Guérard ; Secrét. : Christiane Fillatof ; Resp. auto : Patrick Vaillant,http://www.guimbarde-melunaise.com,https://www.lva-auto.fr/annuaire.detail.php?id=C486&idCategorie=C
C487,LA JANTE CHESNAYSIENNE,78150 Le Chesnay - France,06 85 86 45 32,lajantechesnaysienne@free.fr,Contact Secrét. : Gilles Sarrailhe,,https://www.lva-auto.fr/annuaire.detail.php?id=C487&idCategorie=C
C488,LA MAGNÉTO DU ROUERGUE,12000 Rodez - France,,contac@lamagneto.fr,Vice-Pdt : Gérard Roblot ; Trés. : Roselyne Galzin ; Trés. adj. : Betty Salson ; Secrét. : David Salson,https://www.magneto-du-rouergue.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C488&idCategorie=C
C489,LA MANIVELLE,73000 Chambéry - France,06 80 64 82 62,president@la-manivelle.org,Pdt : Ãric Pollet ; Vice-Pdt : Serge Gross ; Trés. : Denis Clerc-Renaud ; Trés. adj. : Marc Chaboud ; Secrét. : Marc Danen ; Secrét. adj. : Jean-Philippe Ville,http://www.la-manivelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C489&idCategorie=C
C490,LA MANIVELLE CLAMARTOISE,92140 Clamart - France,01 46 44 11 70,gerard.dusailly@wanadoo.fr,Pdt : Gérard Dusailly ; Trés. : Jacques Beauvais,,https://www.lva-auto.fr/annuaire.detail.php?id=C490&idCategorie=C
C993,LA POUËT-POUËT SURYQUOISE,42450 Sury-le-Comtal - France,06 86 71 10 20,pouetpouetsuryquoise@gmail.com,Pdt : Daniel Mazet ; Trés. : Gil Dujardin ; Trés. adj. : Patrick Auriat ; Secrét. : Danielle Triquet ; Vérif. aux comptes : Jean-Paul Nicolas,,https://www.lva-auto.fr/annuaire.detail.php?id=C993&idCategorie=C
C58,LA RONDE DES CONFINS,86120 Bournand - France,05 49 98 05 11,,Pdt : Yann Frédérique ; Secrét. : Maureen Elvers,,https://www.lva-auto.fr/annuaire.detail.php?id=C58&idCategorie=C
C1748,LA ROUE INARDAISE,31800 Pointis-Inard - France,05 61 89 78 06,,Anne Camps,,https://www.lva-auto.fr/annuaire.detail.php?id=C1748&idCategorie=C
C1782,LA ROUTE PARIS CÔTE D'AZUR,92250 La Garenne-Colombes - France,,sophie.rallyedubois@orange.fr,,http://www.nationale7.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1782&idCategorie=C
C492,LA TRACTION D'OCCITANIE,81500 Lavaur - France,09 54 35 50 93,latraction-d-occitanie@wanadoo.fr,Pdt : Patricia Julien ; Vice-Pdt : Guy Augé ; Trés. : Ãliane Bourrié ; Secrét. : Pascal Garric ; Administrateurs : Jo Bourrié et Pierre-Jean Selès,http://www.latractiondoccitanie.com,https://www.lva-auto.fr/annuaire.detail.php?id=C492&idCategorie=C
C493,LA TRACTION DE HAUTE AUVERGNE ET AUTRES,15000 Aurillac - France,06 81 38 42 39,cpicard15@hotmail.fr,Pdt : Christian Picard ; Vice-Pdt : Daniel Borel ; Trés. : Bernard Le Franc ; Secrét. : Maurice Ortigues ; Secrét. adj. : Vincent Rieuf ; Membres du bureau : Ãric Lacalmontie et Médéric Balby,,https://www.lva-auto.fr/annuaire.detail.php?id=C493&idCategorie=C
C494,LA TRACTION DE PROVENCE,13170 Les Pennes-Mirabeau - France,04 91 82 26 23,latractiondeprovence@gmail.com,Pdt : Jean-Luc Richaud ; Trés. : Damien Denisot ; Secrét. : Anais Busio et Jean-Marc Vanmorleghem,http://www.la-traction-de-provence.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C494&idCategorie=C
C1546,LA TRACTION DES DEUX CHARENTES,17100 Saintes - France,,tractiondesdeuxcharentes@gmail.com,Pdt : Aurélien Redheuil ; Trés. : Chantal Pougnard ; Secrét. : Christian Villéger,,https://www.lva-auto.fr/annuaire.detail.php?id=C1546&idCategorie=C
C495,LA TRACTION DU PÉRIGORD,24100 Bergerac - France,06 75 00 76 41,latractionduperigord@sfr.fr,Pdt : Denis Pascal ; Trés. : Jean-Jacques Servolle ; Secrét. : Maryse Bourgois,http://www.latractionduperigord.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C495&idCategorie=C
C496,LA TRACTION RHÔNE-ALPES,69270 Fontaines-sur-Saône - France,06 36 14 76 38,president@tractionrhonealpes.com,Pdt : Denis Gachet ; Vice-Pdts : Guillaume Souy et Raymond Delaup ; Trés. Daniel Douillet ; Secrét. : Jean Michel Pinaud,http://www.tractionrhonealpes.com,https://www.lva-auto.fr/annuaire.detail.php?id=C496&idCategorie=C
C497,LA TRACTION UNIVERSELLE,26110 Nyons - France,,jl.poussard@la-traction-universelle.org,Pdt : Jean-Louis Poussard ; Vice-Pdts : Dominique Bellière et Céline Poussard ; Trés. : Gérard Legèvre ; Secrét. : Stéphane Hadangue ; Boutique : Isabelle Brugnot ; Internet : Michel Locquet ; Fichier : M.-H. et Pierre Michaux,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C497&idCategorie=C
C2359,LA TRACTION UNIVERSELLE - SECTION PROVENCE LANGUEDOC,83490 Le Muy - France,06 60 83 17 64,a.dollonne@la-traction-universelle.org,Resp. section : Alain d'Ollonne ; Trés. : Chantal d'Ollonne,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2359&idCategorie=C
C2347,LA TRACTION UNIVERSELLE ALSACE FRANCHE-COMTÉ,67205 Oberhausbergen - France,06 99 69 91 69,p.renoncourt@la-traction-universelle.org,Resp. section : Pascal Renoncourt ; Trés. : Thierry Kowalski ; Organisation sortie : Philippe Schreiber ; Site internet : Manon Renoncourt,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2347&idCategorie=C
C2348,LA TRACTION UNIVERSELLE AQUITAINE,33160 Saint-Médard-en-Jalles - France,06 31 93 13 20,d.giraud@la-traction-universelle.org,Resp. section : Daniel Giraud ; Trés. : Jean-Paul Coulombier ; Secrét : Alain Lanoy,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2348&idCategorie=C
C2349,LA TRACTION UNIVERSELLE AUVERGNE,63720 Saint-Ignat - France,06 78 48 24 88,p.bourcheix@la-traction-universelle.org,Resp. section : Pascal Bourcheix ; Trés. : Roland Glomot,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2349&idCategorie=C
C1746,LA TRACTION UNIVERSELLE BRETAGNE,22100 Dinan - France,06 70 02 59 43,hhacard@wanadoo.fr,Pdt : Hervé Hacard ; Trés. et Site Internet : Christian Clarke ; Secrét. : Michel Clément ; Bourses et salons : Noël Le Corre ; Resp. sorties : Hubert OâNeill ; Responsable revue : Rolande Philoux,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1746&idCategorie=C
C2350,LA TRACTION UNIVERSELLE CENTRE,36100 Sainte-Fauste - France,06 86 56 72 76,jm.brunaud@la-traction-universelle.org,Resp. section : Jean-Marc Brunaud ; Trés. : Bénédicte Brunaud ; Secrét. : Bernadette Jodeau ; Orga. salons et gestion pièces : Jean-Louis Gargot ; Orga. sorties : Claudine Brion,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2350&idCategorie=C
C1676,LA TRACTION UNIVERSELLE CHAMPAGNE-ARGONNE,60640 Muirancourt - France,06 47 07 58 45,l.lothe@la-traction-universelle.org,Resp. section : Loïc Lothe ; Trés. : Ãric Maune ; Secrét. : Eddy Seneuze,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1676&idCategorie=C
C1871,LA TRACTION UNIVERSELLE HAUTS-DE-FRANCE,62153 Souchez - France,06 02 06 04 28,f.henot@la-traction-universelle.org,Resp. section :Florence Hénot ; Trés. : Bernard Castier,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1871&idCategorie=C
C2351,LA TRACTION UNIVERSELLE ILE-DE-FRANCE,75017 Paris 17 - France,06 40 05 52 77,m.baldocchi@la-traction-universelle.org,Resp. section : Michel Baldocchi ; Trés. : Jean-Marie Dequeker ; Conseiller technique : Patrice Dine ; Communication : Xavier Pericat,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2351&idCategorie=C
C2353,LA TRACTION UNIVERSELLE LORRAINE,54230 Maron - France,06 71 83 36 81,jp.frances@latraction-universelle.org,Resp. section : Jean-Pierre Francès ; Resp. adj. : Philippe Dion ; Resp. boutique : Sébastien Martin,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2353&idCategorie=C
C2354,LA TRACTION UNIVERSELLE MÉDITERRANÉE,06450 Belvédère - France,06 11 25 08 57,jc.viola@la-traction-universelle.org,Administrateur : Jean-Claude Viola ; Trés. : Noël Asso ; Sorties : Michel Asso ; Relations ext. : Jean-Paul Turquin ; Boutique : Françoise Turquin,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2354&idCategorie=C
C2355,LA TRACTION UNIVERSELLE MIDI-PYRÉNÉES,31830 Plaisance-du-Touch - France,06 75 90 56 43,b.auzias@la-traction-universelles.org,"Corresp. tech. : Loïc Matringe ; Corresp. dépt. 31 et 32 : Pascal Verneau ; Corresp. dépt. 09 et Languedoc : Jean-Pierre Lahaye ; Corresp. dépt. 46, 81 et 82 : Gilles Camin",http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2355&idCategorie=C
C2356,LA TRACTION UNIVERSELLE NORMANDIE,27930 La Chapelle-du-Bois-des-Faulx - France,06 08 42 93 86,d.talouarn@la-traction-universelle.org,Resp. section : Daniel Talouarn ; Trés. : Philippe Leconte ; Resp. internet : Gérard Lefèvre ; Secrét. : Bernard Guillerand,http://wwww.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2356&idCategorie=C
C2357,LA TRACTION UNIVERSELLE PAYS-DE-LOIRE,49570 Montjean-sur-Loire - France,06 11 88 27 09,d.vatelot@la-traction-universelle.org,Responsable : Denis Vatelot ; Trés. : Lionel Jan ; Secrét. : Pascal Busson,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2357&idCategorie=C
C2358,LA TRACTION UNIVERSELLE POITOU-CHARENTES,86170 Cissé - France,06 07 21 93 93,p.bonnin@la-traction-universelle.org,Resp. section : Pierre Bonnin ; Trés. : Martine Bardet ; Secrét. : Laurent Geneste,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2358&idCategorie=C
C2360,LA TRACTION UNIVERSELLE RHODANIE,38290 Frontonas - France,04 74 95 49 50,fp.clement@la-traction-universelle.org,Resp. section : Frédérique Clément ; Site internet et animation : Nathalie et Pascal Moiroud,http://www.la-traction-universelle.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2360&idCategorie=C
C473,LA VOITURE ANCIENNE D'ALSACE,67310 Zehnacker - France,06 76 67 20 54,rolandbouty@gmail.com,Pdt : Roland Bouty ; Vice-Pdt : Alexandre Tilly,,https://www.lva-auto.fr/annuaire.detail.php?id=C473&idCategorie=C
